noisy,clean
input/NOISY/AIBDV005-N12.wav,input/CLEAN/AIBDV005-N12.wav
input/NOISY/AIBDV005-N13.wav,input/CLEAN/AIBDV005-N13.wav
input/NOISY/AIBDV005-N14.wav,input/CLEAN/AIBDV005-N14.wav
input/NOISY/AIBDV005-N15.wav,input/CLEAN/AIBDV005-N15.wav
input/NOISY/AIBDV005-N16.wav,input/CLEAN/AIBDV005-N16.wav
input/NOISY/AIBDV005-N17.wav,input/CLEAN/AIBDV005-N17.wav
input/NOISY/AIBDV005-N18.wav,input/CLEAN/AIBDV005-N18.wav
input/NOISY/AIBDV005-N19.wav,input/CLEAN/AIBDV005-N19.wav
input/NOISY/AIBDV005-N20.wav,input/CLEAN/AIBDV005-N20.wav
input/NOISY/AIBDV005-N21.wav,input/CLEAN/AIBDV005-N21.wav
input/NOISY/AIBDV005-N22.wav,input/CLEAN/AIBDV005-N22.wav
input/NOISY/AIBDV005-N23.wav,input/CLEAN/AIBDV005-N23.wav
input/NOISY/AIBDV005-N24.wav,input/CLEAN/AIBDV005-N24.wav
input/NOISY/AIBDV005-N25.wav,input/CLEAN/AIBDV005-N25.wav
input/NOISY/AIBDV005-N26.wav,input/CLEAN/AIBDV005-N26.wav
input/NOISY/AIBDV005-N27.wav,input/CLEAN/AIBDV005-N27.wav
input/NOISY/AIBDV005-N28.wav,input/CLEAN/AIBDV005-N28.wav
input/NOISY/AIBDV005-N29.wav,input/CLEAN/AIBDV005-N29.wav
input/NOISY/AIBDV005-N30.wav,input/CLEAN/AIBDV005-N30.wav
input/NOISY/AIBDV005-N31.wav,input/CLEAN/AIBDV005-N31.wav
input/NOISY/AIBDV005-N32.wav,input/CLEAN/AIBDV005-N32.wav
input/NOISY/AIBDV005-N33.wav,input/CLEAN/AIBDV005-N33.wav
input/NOISY/AIBDV005-N34.wav,input/CLEAN/AIBDV005-N34.wav
input/NOISY/AIBDV005-N35.wav,input/CLEAN/AIBDV005-N35.wav
input/NOISY/AIBDV005-N36.wav,input/CLEAN/AIBDV005-N36.wav
input/NOISY/AIBDV005-N37.wav,input/CLEAN/AIBDV005-N37.wav
input/NOISY/AIBDV005-N38.wav,input/CLEAN/AIBDV005-N38.wav
input/NOISY/AIBDV005-N39.wav,input/CLEAN/AIBDV005-N39.wav
input/NOISY/AIBDV005-N40.wav,input/CLEAN/AIBDV005-N40.wav
input/NOISY/AIBDV005-N41.wav,input/CLEAN/AIBDV005-N41.wav
input/NOISY/AIBDV005-N42.wav,input/CLEAN/AIBDV005-N42.wav
input/NOISY/AIBDV005-N43.wav,input/CLEAN/AIBDV005-N43.wav
input/NOISY/AIBDV005-N44.wav,input/CLEAN/AIBDV005-N44.wav
input/NOISY/AIBDV005-N45.wav,input/CLEAN/AIBDV005-N45.wav
input/NOISY/AIBDV005-N46.wav,input/CLEAN/AIBDV005-N46.wav
input/NOISY/AIBDV005-N47.wav,input/CLEAN/AIBDV005-N47.wav
input/NOISY/AIBDV006-N01.wav,input/CLEAN/AIBDV006-N01.wav
input/NOISY/AIBDV006-N02.wav,input/CLEAN/AIBDV006-N02.wav
input/NOISY/AIBDV006-N03.wav,input/CLEAN/AIBDV006-N03.wav
input/NOISY/AIBDV006-N04.wav,input/CLEAN/AIBDV006-N04.wav
input/NOISY/AIBDV006-N05.wav,input/CLEAN/AIBDV006-N05.wav
input/NOISY/AIBDV006-N06.wav,input/CLEAN/AIBDV006-N06.wav
input/NOISY/AIBDV006-N07.wav,input/CLEAN/AIBDV006-N07.wav
input/NOISY/AIBDV006-N08.wav,input/CLEAN/AIBDV006-N08.wav
input/NOISY/AIBDV006-N09.wav,input/CLEAN/AIBDV006-N09.wav
input/NOISY/AIBDV006-N10.wav,input/CLEAN/AIBDV006-N10.wav
input/NOISY/AIBDV006-N11.wav,input/CLEAN/AIBDV006-N11.wav
input/NOISY/AIBDV006-N12.wav,input/CLEAN/AIBDV006-N12.wav
input/NOISY/AIBDV006-N13.wav,input/CLEAN/AIBDV006-N13.wav
input/NOISY/AIBDV006-N14.wav,input/CLEAN/AIBDV006-N14.wav
input/NOISY/AIBDV006-N15.wav,input/CLEAN/AIBDV006-N15.wav
input/NOISY/AIBDV006-N16.wav,input/CLEAN/AIBDV006-N16.wav
input/NOISY/AIBDV006-N17.wav,input/CLEAN/AIBDV006-N17.wav
input/NOISY/AIBDV006-N18.wav,input/CLEAN/AIBDV006-N18.wav
input/NOISY/AIBDV006-N19.wav,input/CLEAN/AIBDV006-N19.wav
input/NOISY/AIBDV006-N20.wav,input/CLEAN/AIBDV006-N20.wav
input/NOISY/AIBDV006-N21.wav,input/CLEAN/AIBDV006-N21.wav
input/NOISY/AIBDV006-N22.wav,input/CLEAN/AIBDV006-N22.wav
input/NOISY/AIBDV006-N23.wav,input/CLEAN/AIBDV006-N23.wav
input/NOISY/AIBDV006-N24.wav,input/CLEAN/AIBDV006-N24.wav
input/NOISY/AIBDV006-N25.wav,input/CLEAN/AIBDV006-N25.wav
input/NOISY/AIBDV006-N26.wav,input/CLEAN/AIBDV006-N26.wav
input/NOISY/AIBDV006-N27.wav,input/CLEAN/AIBDV006-N27.wav
input/NOISY/AIBDV006-N28.wav,input/CLEAN/AIBDV006-N28.wav
input/NOISY/AIBDV006-N29.wav,input/CLEAN/AIBDV006-N29.wav
input/NOISY/AIBDV006-N30.wav,input/CLEAN/AIBDV006-N30.wav
input/NOISY/AIBDV006-N31.wav,input/CLEAN/AIBDV006-N31.wav
input/NOISY/AIBDV006-N32.wav,input/CLEAN/AIBDV006-N32.wav
input/NOISY/AIBDV006-N33.wav,input/CLEAN/AIBDV006-N33.wav
input/NOISY/AIBDV006-N34.wav,input/CLEAN/AIBDV006-N34.wav
input/NOISY/AIBDV006-N35.wav,input/CLEAN/AIBDV006-N35.wav
input/NOISY/AIBDV006-N36.wav,input/CLEAN/AIBDV006-N36.wav
input/NOISY/AIBDV006-N37.wav,input/CLEAN/AIBDV006-N37.wav
input/NOISY/AIBDV006-N38.wav,input/CLEAN/AIBDV006-N38.wav
input/NOISY/AIBDV006-N39.wav,input/CLEAN/AIBDV006-N39.wav
input/NOISY/AIBDV006-N40.wav,input/CLEAN/AIBDV006-N40.wav
input/NOISY/AIBDV006-N41.wav,input/CLEAN/AIBDV006-N41.wav
input/NOISY/AIBDV006-N42.wav,input/CLEAN/AIBDV006-N42.wav
input/NOISY/AIBDV006-N43.wav,input/CLEAN/AIBDV006-N43.wav
input/NOISY/AIBDV006-N44.wav,input/CLEAN/AIBDV006-N44.wav
input/NOISY/AIBDV006-N45.wav,input/CLEAN/AIBDV006-N45.wav
input/NOISY/AIBDV006-N46.wav,input/CLEAN/AIBDV006-N46.wav
input/NOISY/AIBDV006-N47.wav,input/CLEAN/AIBDV006-N47.wav
input/NOISY/AIBDV007-N01.wav,input/CLEAN/AIBDV007-N01.wav
input/NOISY/AIBDV007-N02.wav,input/CLEAN/AIBDV007-N02.wav
input/NOISY/AIBDV007-N03.wav,input/CLEAN/AIBDV007-N03.wav
input/NOISY/AIBDV007-N04.wav,input/CLEAN/AIBDV007-N04.wav
input/NOISY/AIBDV007-N05.wav,input/CLEAN/AIBDV007-N05.wav
input/NOISY/AIBDV007-N06.wav,input/CLEAN/AIBDV007-N06.wav
input/NOISY/AIBDV007-N07.wav,input/CLEAN/AIBDV007-N07.wav
input/NOISY/AIBDV007-N08.wav,input/CLEAN/AIBDV007-N08.wav
input/NOISY/AIBDV007-N09.wav,input/CLEAN/AIBDV007-N09.wav
input/NOISY/AIBDV007-N10.wav,input/CLEAN/AIBDV007-N10.wav
input/NOISY/AIBDV007-N11.wav,input/CLEAN/AIBDV007-N11.wav
input/NOISY/AIBDV007-N12.wav,input/CLEAN/AIBDV007-N12.wav
input/NOISY/AIBDV007-N13.wav,input/CLEAN/AIBDV007-N13.wav
input/NOISY/AIBDV007-N14.wav,input/CLEAN/AIBDV007-N14.wav
input/NOISY/AIBDV007-N15.wav,input/CLEAN/AIBDV007-N15.wav
input/NOISY/AIBDV007-N16.wav,input/CLEAN/AIBDV007-N16.wav
input/NOISY/AIBDV007-N17.wav,input/CLEAN/AIBDV007-N17.wav
input/NOISY/AIBDV007-N18.wav,input/CLEAN/AIBDV007-N18.wav
input/NOISY/AIBDV007-N19.wav,input/CLEAN/AIBDV007-N19.wav
input/NOISY/AIBDV007-N20.wav,input/CLEAN/AIBDV007-N20.wav
input/NOISY/AIBDV007-N21.wav,input/CLEAN/AIBDV007-N21.wav
input/NOISY/AIBDV007-N22.wav,input/CLEAN/AIBDV007-N22.wav
input/NOISY/AIBDV007-N23.wav,input/CLEAN/AIBDV007-N23.wav
input/NOISY/AIBDV007-N24.wav,input/CLEAN/AIBDV007-N24.wav
input/NOISY/AIBDV007-N25.wav,input/CLEAN/AIBDV007-N25.wav
input/NOISY/AIBDV007-N26.wav,input/CLEAN/AIBDV007-N26.wav
input/NOISY/AIBDV007-N27.wav,input/CLEAN/AIBDV007-N27.wav
input/NOISY/AIBDV007-N28.wav,input/CLEAN/AIBDV007-N28.wav
input/NOISY/AIBDV007-N29.wav,input/CLEAN/AIBDV007-N29.wav
input/NOISY/AIBDV007-N30.wav,input/CLEAN/AIBDV007-N30.wav
input/NOISY/AIBDV007-N31.wav,input/CLEAN/AIBDV007-N31.wav
input/NOISY/AIBDV007-N32.wav,input/CLEAN/AIBDV007-N32.wav
input/NOISY/AIBDV007-N33.wav,input/CLEAN/AIBDV007-N33.wav
input/NOISY/AIBDV007-N34.wav,input/CLEAN/AIBDV007-N34.wav
input/NOISY/AIBDV007-N35.wav,input/CLEAN/AIBDV007-N35.wav
input/NOISY/AIBDV007-N36.wav,input/CLEAN/AIBDV007-N36.wav
input/NOISY/AIBDV007-N37.wav,input/CLEAN/AIBDV007-N37.wav
input/NOISY/AIBDV007-N38.wav,input/CLEAN/AIBDV007-N38.wav
input/NOISY/AIBDV007-N39.wav,input/CLEAN/AIBDV007-N39.wav
input/NOISY/AIBDV007-N40.wav,input/CLEAN/AIBDV007-N40.wav
input/NOISY/AIBDV007-N41.wav,input/CLEAN/AIBDV007-N41.wav
input/NOISY/AIBDV007-N42.wav,input/CLEAN/AIBDV007-N42.wav
input/NOISY/AIBDV007-N43.wav,input/CLEAN/AIBDV007-N43.wav
input/NOISY/AIBDV007-N44.wav,input/CLEAN/AIBDV007-N44.wav
input/NOISY/AIBDV007-N45.wav,input/CLEAN/AIBDV007-N45.wav
input/NOISY/AIBDV007-N46.wav,input/CLEAN/AIBDV007-N46.wav
input/NOISY/AIBDV007-N47.wav,input/CLEAN/AIBDV007-N47.wav
input/NOISY/AIBDV008-N01.wav,input/CLEAN/AIBDV008-N01.wav
input/NOISY/AIBDV008-N02.wav,input/CLEAN/AIBDV008-N02.wav
input/NOISY/AIBDV008-N03.wav,input/CLEAN/AIBDV008-N03.wav
input/NOISY/AIBDV008-N04.wav,input/CLEAN/AIBDV008-N04.wav
input/NOISY/AIBDV008-N05.wav,input/CLEAN/AIBDV008-N05.wav
input/NOISY/AIBDV008-N06.wav,input/CLEAN/AIBDV008-N06.wav
input/NOISY/AIBDV008-N07.wav,input/CLEAN/AIBDV008-N07.wav
input/NOISY/AIBDV008-N08.wav,input/CLEAN/AIBDV008-N08.wav
input/NOISY/AIBDV008-N09.wav,input/CLEAN/AIBDV008-N09.wav
input/NOISY/AIBDV008-N10.wav,input/CLEAN/AIBDV008-N10.wav
input/NOISY/AIBDV008-N11.wav,input/CLEAN/AIBDV008-N11.wav
input/NOISY/AIBDV008-N12.wav,input/CLEAN/AIBDV008-N12.wav
input/NOISY/AIBDV008-N13.wav,input/CLEAN/AIBDV008-N13.wav
input/NOISY/AIBDV008-N14.wav,input/CLEAN/AIBDV008-N14.wav
input/NOISY/AIBDV008-N15.wav,input/CLEAN/AIBDV008-N15.wav
input/NOISY/AIBDV008-N16.wav,input/CLEAN/AIBDV008-N16.wav
input/NOISY/AIBDV008-N17.wav,input/CLEAN/AIBDV008-N17.wav
input/NOISY/AIBDV008-N18.wav,input/CLEAN/AIBDV008-N18.wav
input/NOISY/AIBDV008-N19.wav,input/CLEAN/AIBDV008-N19.wav
input/NOISY/AIBDV008-N20.wav,input/CLEAN/AIBDV008-N20.wav
input/NOISY/AIBDV008-N21.wav,input/CLEAN/AIBDV008-N21.wav
input/NOISY/AIBDV008-N22.wav,input/CLEAN/AIBDV008-N22.wav
input/NOISY/AIBDV008-N23.wav,input/CLEAN/AIBDV008-N23.wav
input/NOISY/AIBDV008-N24.wav,input/CLEAN/AIBDV008-N24.wav
input/NOISY/AIBDV008-N25.wav,input/CLEAN/AIBDV008-N25.wav
input/NOISY/AIBDV008-N26.wav,input/CLEAN/AIBDV008-N26.wav
input/NOISY/AIBDV008-N27.wav,input/CLEAN/AIBDV008-N27.wav
input/NOISY/AIBDV008-N28.wav,input/CLEAN/AIBDV008-N28.wav
input/NOISY/AIBDV008-N29.wav,input/CLEAN/AIBDV008-N29.wav
input/NOISY/AIBDV008-N30.wav,input/CLEAN/AIBDV008-N30.wav
input/NOISY/AIBDV008-N31.wav,input/CLEAN/AIBDV008-N31.wav
input/NOISY/AIBDV008-N32.wav,input/CLEAN/AIBDV008-N32.wav
input/NOISY/AIBDV008-N33.wav,input/CLEAN/AIBDV008-N33.wav
input/NOISY/AIBDV008-N34.wav,input/CLEAN/AIBDV008-N34.wav
input/NOISY/AIBDV008-N35.wav,input/CLEAN/AIBDV008-N35.wav
input/NOISY/AIBDV008-N36.wav,input/CLEAN/AIBDV008-N36.wav
input/NOISY/AIBDV008-N37.wav,input/CLEAN/AIBDV008-N37.wav
input/NOISY/AIBDV008-N38.wav,input/CLEAN/AIBDV008-N38.wav
input/NOISY/AIBDV008-N39.wav,input/CLEAN/AIBDV008-N39.wav
input/NOISY/AIBDV008-N40.wav,input/CLEAN/AIBDV008-N40.wav
input/NOISY/AIBDV008-N41.wav,input/CLEAN/AIBDV008-N41.wav
input/NOISY/AIBDV008-N42.wav,input/CLEAN/AIBDV008-N42.wav
input/NOISY/AIBDV008-N43.wav,input/CLEAN/AIBDV008-N43.wav
input/NOISY/AIBDV008-N44.wav,input/CLEAN/AIBDV008-N44.wav
input/NOISY/AIBDV008-N45.wav,input/CLEAN/AIBDV008-N45.wav
input/NOISY/AIBDV008-N46.wav,input/CLEAN/AIBDV008-N46.wav
input/NOISY/AIBDV008-N47.wav,input/CLEAN/AIBDV008-N47.wav
input/NOISY/AIBDV009-N01.wav,input/CLEAN/AIBDV009-N01.wav
input/NOISY/AIBDV009-N02.wav,input/CLEAN/AIBDV009-N02.wav
input/NOISY/AIBDV009-N03.wav,input/CLEAN/AIBDV009-N03.wav
input/NOISY/AIBDV009-N04.wav,input/CLEAN/AIBDV009-N04.wav
input/NOISY/AIBDV009-N05.wav,input/CLEAN/AIBDV009-N05.wav
input/NOISY/AIBDV009-N06.wav,input/CLEAN/AIBDV009-N06.wav
input/NOISY/AIBDV009-N07.wav,input/CLEAN/AIBDV009-N07.wav
input/NOISY/AIBDV009-N08.wav,input/CLEAN/AIBDV009-N08.wav
input/NOISY/AIBDV009-N09.wav,input/CLEAN/AIBDV009-N09.wav
input/NOISY/AIBDV009-N10.wav,input/CLEAN/AIBDV009-N10.wav
input/NOISY/AIBDV009-N11.wav,input/CLEAN/AIBDV009-N11.wav
input/NOISY/AIBDV009-N12.wav,input/CLEAN/AIBDV009-N12.wav
input/NOISY/AIBDV009-N13.wav,input/CLEAN/AIBDV009-N13.wav
input/NOISY/AIBDV009-N14.wav,input/CLEAN/AIBDV009-N14.wav
input/NOISY/AIBDV009-N15.wav,input/CLEAN/AIBDV009-N15.wav
input/NOISY/AIBDV009-N16.wav,input/CLEAN/AIBDV009-N16.wav
input/NOISY/AIBDV009-N17.wav,input/CLEAN/AIBDV009-N17.wav
input/NOISY/AIBDV009-N18.wav,input/CLEAN/AIBDV009-N18.wav
input/NOISY/AIBDV009-N19.wav,input/CLEAN/AIBDV009-N19.wav
input/NOISY/AIBDV009-N20.wav,input/CLEAN/AIBDV009-N20.wav
input/NOISY/AIBDV009-N21.wav,input/CLEAN/AIBDV009-N21.wav
input/NOISY/AIBDV009-N22.wav,input/CLEAN/AIBDV009-N22.wav
input/NOISY/AIBDV009-N23.wav,input/CLEAN/AIBDV009-N23.wav
input/NOISY/AIBDV009-N24.wav,input/CLEAN/AIBDV009-N24.wav
input/NOISY/AIBDV009-N25.wav,input/CLEAN/AIBDV009-N25.wav
input/NOISY/AIBDV009-N26.wav,input/CLEAN/AIBDV009-N26.wav
input/NOISY/AIBDV009-N27.wav,input/CLEAN/AIBDV009-N27.wav
input/NOISY/AIBDV009-N28.wav,input/CLEAN/AIBDV009-N28.wav
input/NOISY/AIBDV009-N29.wav,input/CLEAN/AIBDV009-N29.wav
input/NOISY/AIBDV009-N30.wav,input/CLEAN/AIBDV009-N30.wav
input/NOISY/AIBDV009-N31.wav,input/CLEAN/AIBDV009-N31.wav
input/NOISY/AIBDV009-N32.wav,input/CLEAN/AIBDV009-N32.wav
input/NOISY/AIBDV009-N33.wav,input/CLEAN/AIBDV009-N33.wav
input/NOISY/AIBDV009-N34.wav,input/CLEAN/AIBDV009-N34.wav
input/NOISY/AIBDV009-N35.wav,input/CLEAN/AIBDV009-N35.wav
input/NOISY/AIBDV009-N36.wav,input/CLEAN/AIBDV009-N36.wav
input/NOISY/AIBDV009-N37.wav,input/CLEAN/AIBDV009-N37.wav
input/NOISY/AIBDV009-N38.wav,input/CLEAN/AIBDV009-N38.wav
input/NOISY/AIBDV009-N39.wav,input/CLEAN/AIBDV009-N39.wav
input/NOISY/AIBDV009-N40.wav,input/CLEAN/AIBDV009-N40.wav
input/NOISY/AIBDV009-N41.wav,input/CLEAN/AIBDV009-N41.wav
input/NOISY/AIBDV009-N42.wav,input/CLEAN/AIBDV009-N42.wav
input/NOISY/AIBDV009-N43.wav,input/CLEAN/AIBDV009-N43.wav
input/NOISY/AIBDV009-N44.wav,input/CLEAN/AIBDV009-N44.wav
input/NOISY/AIBDV009-N45.wav,input/CLEAN/AIBDV009-N45.wav
input/NOISY/AIBDV009-N46.wav,input/CLEAN/AIBDV009-N46.wav
input/NOISY/AIBDV009-N47.wav,input/CLEAN/AIBDV009-N47.wav
input/NOISY/AIBDV010-N01.wav,input/CLEAN/AIBDV010-N01.wav
input/NOISY/AIBDV010-N02.wav,input/CLEAN/AIBDV010-N02.wav
input/NOISY/AIBDV010-N03.wav,input/CLEAN/AIBDV010-N03.wav
input/NOISY/AIBDV010-N04.wav,input/CLEAN/AIBDV010-N04.wav
input/NOISY/AIBDV010-N05.wav,input/CLEAN/AIBDV010-N05.wav
input/NOISY/AIBDV010-N06.wav,input/CLEAN/AIBDV010-N06.wav
input/NOISY/AIBDV010-N07.wav,input/CLEAN/AIBDV010-N07.wav
input/NOISY/AIBDV010-N08.wav,input/CLEAN/AIBDV010-N08.wav
input/NOISY/AIBDV010-N09.wav,input/CLEAN/AIBDV010-N09.wav
input/NOISY/AIBDV010-N10.wav,input/CLEAN/AIBDV010-N10.wav
input/NOISY/AIBDV010-N11.wav,input/CLEAN/AIBDV010-N11.wav
input/NOISY/AIBDV010-N12.wav,input/CLEAN/AIBDV010-N12.wav
